mean,Shape_Leng,shapeGroup,shapeType,shapeID,Shape_Area,Level,shapeName,system:index
0.02583950270369875,2.85759163733,KEN,ADM2,KEN-ADM2-3690345B61139137,0.201165185683,ADM2,Samburu West,000000000000000000f0
0.031945523548959215,0.929064280698,KEN,ADM2,KEN-ADM2-3690345B79238982,0.036485701707,ADM2,Seme,000000000000000000f1
0.02869465898226586,0.969415020005,KEN,ADM2,KEN-ADM2-3690345B59694416,0.0331740166228,ADM2,Shinyalu,000000000000000000f2
0.028492643035157476,1.63600183283,KEN,ADM2,KEN-ADM2-3690345B28275628,0.0625908880763,ADM2,Siakago,000000000000000000f3
0.028422874516787724,2.3039858619,KEN,ADM2,KEN-ADM2-3690345B805329,0.174792657222,ADM2,Sigor,000000000000000000f4
0.02930002083801486,1.16444850188,KEN,ADM2,KEN-ADM2-3690345B8383177,0.0377274492584,ADM2,Sigowet/Soin,000000000000000000f5
0.030338147242902,0.808554740994,KEN,ADM2,KEN-ADM2-3690345B20744704,0.0170736171425,ADM2,Sirisia,000000000000000000f6
0.02702624417657425,1.30632444192,KEN,ADM2,KEN-ADM2-3690345B99738024,0.0386364594921,ADM2,Sotik,000000000000000000f7
0.025123524756818685,1.34090728274,KEN,ADM2,KEN-ADM2-3690345B90074036,0.053758035426,ADM2,South Imenti,000000000000000000f8
0.02907426463187633,0.6983890356,KEN,ADM2,KEN-ADM2-3690345B57296020,0.0168531214231,ADM2,South Mugirango,000000000000000000f9
0.026325877663073,1.72166079319,KEN,ADM2,KEN-ADM2-3690345B29151598,0.0532539115243,ADM2,Soy,000000000000000000fa
0.027126117109878712,0.200732937232,KEN,ADM2,KEN-ADM2-3690345B49726258,0.00136813789598,ADM2,Starehe,000000000000000000fb
0.03211052496048333,1.65176743808,KEN,ADM2,KEN-ADM2-3690345B92930993,0.0853761413953,ADM2,Suba North,000000000000000000fc
0.031049106686050397,1.25554154346,KEN,ADM2,KEN-ADM2-3690345B13530268,0.0953054053216,ADM2,Suba South,000000000000000000fd
0.02589597852922029,1.50349859677,KEN,ADM2,KEN-ADM2-3690345B72153470,0.0369041401168,ADM2,Subukia,000000000000000000fe
0.029839049317966746,0.976862878724,KEN,ADM2,KEN-ADM2-3690345B77054570,0.0167937699629,ADM2,Suna East,000000000000000000ff
0.030330094100299212,0.860415800615,KEN,ADM2,KEN-ADM2-3690345B85963797,0.0230892273401,ADM2,Suna West,00000000000000000100
0.02946043291877069,3.60391925602,KEN,ADM2,KEN-ADM2-3690345B35463611,0.613422589974,ADM2,Tarbaj,00000000000000000101
0.02822624981094003,3.5144081328,KEN,ADM2,KEN-ADM2-3690345B44735284,0.326123468336,ADM2,Taveta,00000000000000000102
0.03163117762254858,0.865728812207,KEN,ADM2,KEN-ADM2-3690345B74615943,0.0206426179286,ADM2,Teso North,00000000000000000103
0.03209613804538415,0.833475582414,KEN,ADM2,KEN-ADM2-3690345B11068555,0.0247242584099,ADM2,Teso South,00000000000000000104
0.023888137441086275,1.4859281652,KEN,ADM2,KEN-ADM2-3690345B75084593,0.0291268714113,ADM2,Tetu,00000000000000000105
0.02933003041844719,2.07813838008,KEN,ADM2,KEN-ADM2-3690345B33071950,0.120070332134,ADM2,Tharaka,00000000000000000106
0.02729263229911584,1.13599233032,KEN,ADM2,KEN-ADM2-3690345B3265607,0.0178033031507,ADM2,Thika Town,00000000000000000107
0.02862734946600619,3.37651255622,KEN,ADM2,KEN-ADM2-3690345B15623702,0.361299620086,ADM2,Tiaty,00000000000000000108
0.0276856508840252,1.71289803932,KEN,ADM2,KEN-ADM2-3690345B8762618,0.0677003393737,ADM2,Tigania East,00000000000000000109
0.027356915904349483,1.17441115113,KEN,ADM2,KEN-ADM2-3690345B39299943,0.0318053538605,ADM2,Tigania West,0000000000000000010a
0.028056759374535202,1.64661873291,KEN,ADM2,KEN-ADM2-3690345B2361169,0.0440073308388,ADM2,Tinderet,0000000000000000010b
0.027885845127916666,0.958307893437,KEN,ADM2,KEN-ADM2-3690345B12275510,0.0305038007386,ADM2,Tongaren,0000000000000000010c
0.02672093113916378,1.39097494458,KEN,ADM2,KEN-ADM2-3690345B6808665,0.0353463709176,ADM2,Turbo,0000000000000000010d
0.030540128802494876,4.39536355883,KEN,ADM2,KEN-ADM2-3690345B32291846,0.538281501213,ADM2,Turkana Central,0000000000000000010e
0.029627317556038483,6.8861476946,KEN,ADM2,KEN-ADM2-3690345B46166721,0.909087463502,ADM2,Turkana East,0000000000000000010f
0.031317561363085805,6.8348606599,KEN,ADM2,KEN-ADM2-3690345B45123087,1.66897152383,ADM2,Turkana North,00000000000000000110
